,message,created_time,label
54,LOL. It’ll be interesting to see how your neglect of domestic matters will fly with voters at the next general election. I suspect that we shall find serious discrepancies between your priorities and ours. The clock is ticking 😉😉,2023-01-15T13:17:36+0000,*
71,Going well this brexit lark isnt it? 😅😅😅,2023-01-12T20:26:03+0000,*
77,Kung Hei Fat Choy everyone 🐰🎆🎇✨️🎈🎋🎍🎎🎏🎐🎑🧧,2023-01-22T13:09:46+0000,*
27,"This is terrible spin doctoring. By your leader.  It’s not about paymasters; he’s a fine one to shout that out on money he’s got! No, it’s about people having the right to a fair wage and reasonable standard of life, just like an MP! I really am disliking this man more on daily basis 🤬",2023-01-19T05:40:05+0000,*
96,Next it will be Health poverty! 😥,2022-12-02T12:37:03+0000,*
109,I am 55 Year old and through various  Governments I have never seen this country in such an appalling state. The Conservatives need to take responsibility for that. Stop blaming others that haven't been in power. Tell the truth instead of all the spin. I just don't believe or trust them anymore. Defection and blaming everyone else is their strategy. Get real 😡,2023-01-05T11:52:05+0000,*
223,"Congratulations to England from Croatia, we will meet in the final! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🤝🇭🇷",2022-12-04T21:27:05+0000,*
150,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:51:54+0000,*
250,"Right, so let’s get this straight…he’s blaming more debt, more inflation, more strikes and more immigration on….wait for it……the opposition………who aren’t in government 🤪",2022-11-30T20:08:40+0000,*
128,My priority is getting my daughter a filling before she can begin life-saving chemo which is due to start on Friday-no dentist no chemo 😡,2023-01-04T15:03:21+0000,*
32,"Can’t get GP appointment because Labour all them years ago gave them rule to do what they want at the cost of a fortune to the tax payer, well done Labour, you know how to run the NHS about as well as the Tories 👍🏼",2022-12-14T12:30:38+0000,*
286,All the younger folk moaning on here are tomorrows pensioners. They need to be careful what they wish for.🤔😉,2022-11-23T11:49:08+0000,*
138,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:49:45+0000,*
334,He hasn’t  got a clue what about working class people 🙄 when theyvput council tac up as they say they need more government funding . Tell me why xReigate and Banstead put some of their money in overseas / offshore accounts ????!!!,2022-11-18T18:37:05+0000,*
139,🏘 This is just some of what we're doing to help households - visit conservatives.com/achievements for more,2022-12-30T13:36:07+0000,*
36,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:04+0000,*
106,Notice the Tories are more interested in blocking strikes than actually emergency taxing utility profiteers to cover the large funding hole 🕳 they created in the first place. The Tory rats don’t realise the population will strike anyway regardless of there crypto-fascist rhetoric.,2023-01-10T19:38:54+0000,*
141,🏘 This is just some of what we're doing to help households - visit conservatives.com/achievements for more,2022-12-29T16:20:31+0000,*
171,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:24+0000,*
16,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-28T16:37:26+0000,*
27,"Can I choose a fully funded renationalised NHS please? Is that an option, or is this post just more gaslighting? 😉",2022-12-15T18:28:02+0000,*
194,"Starmer - He's s real nowhere man, sitting in his nowhere land dreaming up his nowhere plan for nobody (paraphrasing the fab four)🤣🤣🤣🤣",2022-11-21T23:32:23+0000,*
270,Didn't think the country has any money an we all have to tighten our belts even harder an pay more tax yet Conservatives can find 20 million for planting trees of tax payers money 💰 not to mention we can cut down trees and ruin our countryside to gain 15 minutes on a train journey costing billions what an upside down country and Conservatives government it is truly madness especially when our current infrastructure needs updating massively could have saved planting new trees by not cutting old ones down there all stupid considering there all supposed to be educated,2022-11-28T16:49:52+0000,*
283,"OK. So you tell us cut our elec by is it 15 percent, which many of us, have done already. I've had one piece of toast since March darent out toaster on. You've families with kids cold, granddaughters Christmas wish is to have the heating on. We can't afford the money for Ukraine full stop. You'll gave homeless people on your hands next year who have been refused renewal of mortgage. Just 🤔 wondering where your priorities are?",2022-11-25T21:00:04+0000,*
162,Labour Party needs to get back to its ROOTS! ✌💪✌,2022-11-24T22:40:36+0000,*
1,"Statement from Richard Foord  Lib Dem MP of Tiverton and Honiton. 🟡🔶 after nearly 18 months of campaigning at every level across our party, we Lib Dems have finally worn down the Government on sewage.  🟡 I have just tabled an amendment to the UK Infrastructure Bank Bill, which has just been passed in the House of Commons, with the Government standing down their opposition to our campaign.  🟡 The amendment ensures that the Government’s new Infrastructure Bank will not invest in water companies unless they produce a costed and time-limited plan to end sewage discharges into local rivers.  🟡 The prospect of taxpayers' funds going to water companies who are paying their executives millions of pounds in bonuses, while permitting prolific sewage discharges is scandalous.",2023-02-01T19:54:39+0000,*
70,"😮 Many Doctors and Nurses have left NHS direct employ because they can get better pay from agencies. 😡 The Agencies then supply them back to the NHS at a higher cost than their original salary  ➕ the Agency adds it’s fee on top. 📈 According to the Telegraph, The NHS has paid up to £2,500 a shift for nurses in order to fill staffing holes, it has been revealed.  👩‍⚕️ It’s about time we trained enough Doctors and Nurses to stop this privatisation, one nurse at a time.",2023-01-22T18:07:46+0000,*
177,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:32+0000,*
297,Always More Scores 🇬🇧🇬🇧🙏🙏,2022-11-21T13:49:15+0000,*
125,Long live the Liebour party 😂😂😂,2022-11-28T16:04:25+0000,*
95,WAKE UP STARMER ! 🤡 THE MAJORITY OF THE LABOUR PARTY AND THE UK WANT TO REJOIN THE EU 🇬🇧🇪🇺🌟,2022-12-02T16:25:49+0000,*
185,"This group always confuses me, I thought Labour supporters would be on it, but seems it’s mostly anti Labour. I find it very strange  I’m just making an observation not meant as a judgment 🤷‍♀️",2022-11-20T09:16:44+0000,*
142,And a more dynamic economy 🤣🤣🤣🤣,2022-11-25T17:52:13+0000,*
94,It’s St Felix of Nola Day today. Disappointing that the Liberal Democrats have ignored that. Lost my vote 😡,2023-01-14T15:28:06+0000,*
99,That’s awesome 👏 congratulations!! The Labour Party must keep on winning!,2022-12-02T12:02:15+0000,*
292,Best Wishes dear ⚽️,2022-11-21T12:53:53+0000,*
127,Well done Rishi 👍,2023-01-04T15:47:06+0000,*
45,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:14+0000,*
134,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T20:42:06+0000,*
147,If only you didn't get rid of someone who had a plan for that 😵‍💫,2022-11-24T16:37:28+0000,*
102,Well done Samantha! So proud of your result and congratulations on taking up your seat representing the Labour family! Onwards and upwards:) ☘️🌎🌈🎄💖🇺🇳🇪🇺,2022-12-02T11:34:39+0000,*
186,Thankyou we need all the luck we can get with you lot in charge 😂,2022-12-10T21:30:04+0000,*
170,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:52:25+0000,*
318,Well done PM Ukraine needs our support whatever it takes 👍👍,2022-11-19T16:42:06+0000,*
9,Should always be remembered RIP 💓💓,2023-01-27T12:47:02+0000,*
11,"🔶🟡 Shell Profits 🟡 Shell profits increased by 53% to £68.1 billion in 2022 due to soaring oil prices, the energy giant has announced. 🟡 No company should be making these kind of outrageous profits out of Putin's illegal invasion of Ukraine. 🟡 Rishi Sunak was warned as chancellor and now as Prime Minister that we need a proper windfall tax on companies like Shell and he has failed to take action. 🟡 Families across the country are struggling to heat their homes and feed their families and this government turns round and says, there is nothing we can do. 🟡 They must tax the oil and gas companies properly and at the very least ensure that energy bills don’t rise yet again in April.",2023-02-02T10:39:33+0000,*
114,"Bandwagon, jump on it 😂😂 non dom status has been around since Pitt The Younger introduced it. It’s been used by All parties since 1760 ish. Personal attacks are not politics.",2022-12-14T22:27:54+0000,*
98,Can you give that other lot a nudge to get the £200 grant for alternative fuels through before people freeze to death this winter🥶🥶,2022-12-02T12:48:19+0000,*
123,"What about low skilled workers we used to rely on, to pick our fruit and do our cleaning jobs etc. who disappeared after leaving the EU? ...and Labour doesn't want to discuss freedom of movement 🙄",2022-11-28T14:09:31+0000,*
112,Not in a million years ❌❌❌❌,2022-12-08T12:52:54+0000,*
7,"Statement from Richard Foord  Lib Dem MP of Tiverton and Honiton. 🟡🔶 after nearly 18 months of campaigning at every level across our party, we Lib Dems have finally worn down the Government on sewage.  🟡 I have just tabled an amendment to the UK Infrastructure Bank Bill, which has just been passed in the House of Commons, with the Government standing down their opposition to our campaign.  🟡 The amendment ensures that the Government’s new Infrastructure Bank will not invest in water companies unless they produce a costed and time-limited plan to end sewage discharges into local rivers.  🟡 The prospect of taxpayers' funds going to water companies who are paying their executives millions of pounds in bonuses, while permitting prolific sewage discharges is scandalous.",2023-02-01T19:55:00+0000,*
151,"Can you remind us how you spent all the money last time, including selling all our gold reserves for half it's value? It's because a lot of people appear to have forgotten. TiA.👍",2022-11-24T16:39:57+0000,*
42,We need a GE a new start to flush this lot out. It’s unbelievable that a one time Chancellor is in this position. 😀,2023-01-25T12:18:19+0000,*
170,Come on Wales 🙂,2022-11-21T12:13:25+0000,*
25,"I partly understand the government opposition to putting cash into Britvolt, however even a 50 % investment would only be approx half of the £5B lost through fraudulent covid business grants 🤔",2023-01-19T10:20:16+0000,*
271,I’ve got a Very old cottage and on the last insulation scheme They wouldnt go in my lofts under H&S so they said to me do it yourself.✌🏻✌🏻✌🏻,2022-11-28T12:07:09+0000,*
26,Quintin-Gayle Morris nothing to do with weather then? Not always voter Apathy at fault. Also Tory voters not voting rather than voting for an alternative. Well done new Labour MP once we take power from this weak Tory mistake Government. Will standards and honesty and integrity return to our UK politics? oh yes! Go Keir your time is now🌹🌹,2022-12-16T14:51:57+0000,*
335,We are all doomed unless your in the corrupt government if anything they should take a pay cut good luck people we are going to need it 😡,2022-11-17T18:12:17+0000,*
87,At least he knows the difference between a man and a woman 👍🏻,2023-01-19T23:31:25+0000,*
163,Somerset Unionist Party 🎉 🎉 🎉,2023-01-03T11:52:30+0000,*
86,"She says of Starmer, ""he's very much for the individual ... "", and the Labour Party use it in a promo?? 🤢   Labour needs to pledge a government funded **Green Job Guarantee**, and stop conceding to mainstream 'pay-for' economic bunk.  #StarmerOut #ReevesOut #StreetingOut  👎",2022-12-03T17:41:08+0000,*
140,"Printed money creates inflation which you have done in record amounts complete mis handling of finances and latest stunt voted the latest leader in behind closed doors the very man that was supposed to have control of the money (eat out to help out 🤣) borders are non existent, law and order is a joke, highest taxes for 70 years and I was a conservative member note was, have now joined Reform in the hope there popularity opens your eyes what a farce we must be the laughing stock of the world 😢",2022-12-30T18:44:11+0000,*
203,"Oh good reliant on America now, makes me feel so much better 🙄",2022-12-07T12:10:19+0000,*
73,Now *this* is the growth agenda! ✊🏻🌹,2022-12-05T13:32:21+0000,*
84,He looks nervous … he looks like a man that’s thinking he may have just poked the fire 😂 that’s Far Eastern Europe covered and far Western Asia ticked … I’ll go grab some popcorn and watch the squeeze 😬,2023-01-11T21:46:05+0000,*
258,"England, indeed!  I'm from Portugal... and England and Portugal are mates 😉 for centuries! Sorry Wales... we love you too!",2022-11-29T17:00:56+0000,*
118,Not to worry.... 'Invisi Rishi' to the rescue.  Apparently 18 year olds will be required to study maths for longer... presumably so that they will be better able to count the number of patients awaiting treatment or left on trolleys in hospital corridors assuming they can actually get admitted... 😡,2023-01-09T06:41:25+0000,*
80,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:45+0000,*
174,❤️🙏,2022-12-19T06:49:37+0000,*
148,Merry Christmas to you All ✝️🎄,2022-12-25T08:02:33+0000,*
155,At the end of the day you couldn't care less. You are extremely comfortable with your millions whilst many people in the UK are struggling to either heat their homes or eat. This government is a disgrace and don't even think about adding 12p to fuel 😡😡😡😡😡😡,2022-12-24T17:58:40+0000,*
126,"primak,😂😂😂😂 subway really a small business",2022-11-28T14:28:21+0000,*
20,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-27T19:29:58+0000,*
4,All I want for Christmas is Jeremy Corbyn back where he belongs and YOU stuck in the 7th circle of Hell with Thatcher. Merry Christmas indeed 🤬,2022-12-24T12:26:39+0000,*
33,Under Labour we would still be locked down for Covid ! 😡,2022-12-14T17:00:29+0000,*
66,"Snake oil salesman is Keir, wouldn't trust him as far  as I could throw a grand piano 😂😂🤣",2022-12-08T23:11:34+0000,*
57,NHS failing. Transport networks crippled. School system broken. Economy crashing. Cost of living skyrocketing. Energy sector a shambles. People are unhappy. 13 years of Tories caused this. But at least london has a lot of tech funding! 👏,2023-01-15T16:21:03+0000,*
149,"Foreign holidays,  in the current climate?  How very lib dem,  how very deluded it of touch lib dems of you! 🤡🤡🤡🤡🤡",2023-01-03T17:02:59+0000,*
275,"All this while importing loads of men, who appear to have little respect for young girls rights. 🤬",2022-11-25T14:51:52+0000,*
311,As a Conservative member- this governments plan seems to be “give benefit claimants 10% increase and hammer hard working people and business owners”   👎 to this “plan”,2022-11-20T11:50:57+0000,*
152,"Merry Christmas to you all and best wishes for 2023 ❤️❤️ always been a loyal Conservative voter and supporter, and will continue to be x",2022-12-29T23:28:15+0000,*
192,Labour's next prime minister 🤣🤣🤣🤣🤣 I just spat coffee 🤣🤣,2022-11-18T18:37:42+0000,*
14,we need another lettuce 🤫,2023-01-29T15:49:09+0000,*
47,"Who exactly is going to train all these new nurses? 🤷‍♀️Universities are struggling to recruit people to actually deliver nursing courses… then again who would want to study nursing at university? The fees the students must pay are ridiculous, their workload is huge and their starting salaries are far too low. Support the nurses and ensure they are well paid with decent working conditions, then young people might see nursing as a viable career!",2022-12-12T10:39:18+0000,*
65,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:19+0000,*
82,That’s a good joke 😂,2022-12-04T13:01:01+0000,*
54,"Why bring politics into sport. THE lads did the nation proud,and we have the young lions to make their mark ,they will bring it home in four years time  we'll done. 😉",2022-12-10T22:55:37+0000,*
91,Animal farm was a classic 😂,2023-01-16T20:58:51+0000,*
36,Mick Lynch for PM 🗳️,2023-01-16T22:46:09+0000,*
200,So we’ll be joining the single market then eh Labour?  Or will you just continue to ignore that elephant in the room and carry on being NeoLabourtarians? 🤷🏻 🤔🤷🏻,2022-11-18T20:23:30+0000,*
74,Fix lol 😂 you can’t fix your own shoe laces we see more corruption in this government government ministers having to pay 3 million tax back to hmrc 😆😆😆😆,2023-01-20T18:39:09+0000,*
105,Wow that’s way up there on my important list not 😂😂😂😂,2023-01-06T16:15:06+0000,*
56,The tory Party 🥳. 40 billion pounds of ppe equipment which will be burned 🔥 😳  30 million pounds for a shipping company with no ship's?? Millions of pounds worth of vacancies destroyed each day for two months because they couldn't be used fact. Thousands of people lives lost because of their rules in putting elderly people into care homes without being free of covid. Not locking down airport's in the early stages of covid. Running down the NHS for one reason only. To privatise the NHS which they wanted to do from the beginning. 6 billion pounds on nightingale hospitals which only five was used and dismantled within three months and all the equipment was sold for scrap. And the list goes on and on,2023-01-24T15:23:40+0000,*
192,"🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧 Good luck, lads!!🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿",2022-12-10T18:57:27+0000,*
304,Tories are a sad joke 😔,2022-11-21T07:29:37+0000,*
153,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:22:10+0000,*
38,"Instead of the UK government to review salaries of nurses, carers, teachers they resort to importing these skills from abroad! They recruit from abroad because in the short term of 5years, the imported skills would be satisfied with low wages until they become citizens and then suddenly want more money...I am honestly counting down to the next election to see conservatives gotten rid of! Useless bunch of individuals..they are ok to inflate council taxes but not salaries 😳😳! They expect nurses,  carers and teachers to survive this inflation with their original wages when 100pound shopping is nothing anymore 🤔...I hope people wake up to understand that there is not a shortage of nurses or doctors or carers, there is only a government happy to pay them less and import cheaper labour...Agency workers are the same permanently employed nurses they refuse to pay properly doing the same job fir higher wage at the expense of the tax payers whilst the agents rake in billions in profit",2022-12-13T12:54:43+0000,*
72,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:33+0000,*
54,Yes 👍🏼agree,2023-01-24T18:33:36+0000,*
96,"Why just them? Christianity insists ""Love thy neighbour?"" Treat others as you would have done to yourself? That would seem to exclude every member of the Tory Government? 🤬",2023-01-07T21:12:37+0000,*
193,Good luck England ⚽️🦁🤞🏻❣🍀,2022-12-10T18:30:18+0000,*
25,Legal aid no longer exists if you have ANY money!!!!The government scrapped it🤣,2023-01-27T07:07:36+0000,*
139,Dynamic was the buzzword yesterday and today's one is Superpower 🤣🤣🤣,2022-11-26T19:41:58+0000,*
99,"It may come as some surprise to visitors that the Conservatives are still the Governing Party despite the chaos of five Leaders in seven years.   It is the Government who provides the Ministers who have oversight of the various Government agencies, such as the NHS.   The job of the Opposition is to Oppose, very little surprise to the rest of us. Why is it a surprise to the Tory trolls 🧌?",2023-01-13T14:10:22+0000,*
116,👆,2022-11-30T16:34:28+0000,*
28,"And yet at the same time plummeting towards becoming a third world country full of debt, strikes and food banks 😡",2023-01-18T08:09:47+0000,*
181,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-31T09:33:02+0000,*
165,🧡🔶Lib Dems say recall Parliament  declare a “national major incident” 🟡 The Liberal Democrats have called for Parliament to be recalled immediately amid estimates that 500 people each week are dying due to A&E delays.  🟡 The party is demanding the Government pass an emergency health plan and declare a “national major incident”. 🟡 This is a life or death situation for huge numbers of patients. The NHS is collapsing in front of our eyes whilst the Prime Minister and Health Secretary are nowhere to be seen.  🟡 This is a national crisis and the country will never forgive the Government if they refuse to recall Parliament whilst hundreds of people die in parked ambulances or hospital corridors. Nobody should lose a loved one because the Government was asleep on the job.,2023-01-03T12:21:16+0000,*
132,Keir is not a nice guy.. he’s a  🤥 and a Judas!,2022-11-27T17:57:16+0000,*
108,I didn’t realise keir was in charge?? 😮,2023-01-05T17:49:19+0000,*
128,"Yada,  yada, yada!  🥱",2022-11-27T19:10:24+0000,*
2,"Just think, Tory ilk supporters still think the Tories have value. Talk about Tories measuring IQ on 5cm ruler 🤦‍♂️ Note the US private medical company Centene pays zero tax in the U.K., yet still given many PFI contracts even after multiple charges of false accounting and fabricated purchase orders found by NHS auditors. The US Democrat enquiry charged Centene with £1 billion fraud charge.  https://calderdaleandkirklees999callforthenhs.wordpress.com/2021/12/12/centene-corporation-is-paying-out-1bn-to-settle-its-medicaid-and-medicare-rip-offs-why-should-we-care/",2023-01-30T21:28:54+0000,*
317,😂😂😂😂😂🤔,2022-11-20T11:08:47+0000,*
14,I’d like to see a presence on the picket lines too. From a Postie. Solidarity with nurses ✊✊✊,2022-12-19T16:27:49+0000,*
103,I wish you responded to your other mistakes as quickly as you responded to this one!!!!! 😂😂😂,2023-01-06T13:44:24+0000,*
222,Well done boys good game looking forward to the next game good luck 👏👏👏👏,2022-12-04T21:12:05+0000,*
97,"No they won't, their just as bad as the bloody tories!!!!!! 😡",2022-12-03T16:52:11+0000,*
249,This disgusting excuse of a government has been in power for 12 years!! This is on your watch! This is your mess! You sold off the water companies and you have allowed them to pollute our beautiful rivers and coastlines while making record profits for shareholders! Shame on you 😠,2022-12-01T11:36:07+0000,*
129,"Thank you very much for your wishes 🌲 Nowadays, when Armenians are celebrating Christmas at #NagornoKarabakh, #Azerbaijan by its authoritarian regime is blockading the region for more than 30 days! Please, stand up against the #AzerbaijaniAggression ! https://m.facebook.com/story.php?story_fbid=499658095635744&id=100067746742544&sfnsn=mo&mibextid=RUbZ1f",2023-01-07T10:08:33+0000,*
0,"🔶🟡 Shell Profits 🟡 Shell profits increased by 53% to £68.1 billion in 2022 due to soaring oil prices, the energy giant has announced. 🟡 No company should be making these kind of outrageous profits out of Putin's illegal invasion of Ukraine. 🟡 Rishi Sunak was warned as chancellor and now as Prime Minister that we need a proper windfall tax on companies like Shell and he has failed to take action. 🟡 Families across the country are struggling to heat their homes and feed their families and this government turns round and says, there is nothing we can do. 🟡 They must tax the oil and gas companies properly and at the very least ensure that energy bills don’t rise yet again in April.",2023-02-02T10:39:03+0000,*
116,I’d like to know how these 5 things became my priority. 🤔,2023-01-05T11:04:39+0000,*
138,What a 🔔 end. Proud of many things but our leaders is definitely not one!!,2022-12-31T18:37:27+0000,*
40,A lot of champagne socialists here and don’t understand politics and what’s going on in the world!🤦‍♂️,2023-01-17T08:48:43+0000,*
148,Maybe you'll be going to hospital for your flu too??? 🤡🤡🤡🤡🤡,2023-01-03T17:03:32+0000,*
3,"✅ Our economy is growing and there's 888,000 more people on company payrolls than pre-pandemic",2023-01-27T13:13:46+0000,*
316,👏👏👏👏👏👏👏,2022-11-20T21:00:19+0000,*
